,0,1,2,3,4,5,6,7,8,9
34344,49,1,83,0,50,12,34,33,0,1
34345,43,-2,109,0,42,-10,66,68,2,1
34346,56,0,96,7,46,0,40,50,10,4
34347,53,0,86,0,54,12,33,32,0,1
34348,37,0,83,0,8,-18,46,75,28,1
34349,42,0,87,-2,42,0,45,46,2,1
34350,40,0,81,-3,38,0,41,43,2,1
34351,56,0,77,0,0,16,21,77,56,4
34352,51,0,77,0,50,-5,26,28,2,1
34353,40,1,81,-5,38,0,40,42,2,1
34354,53,0,86,4,54,0,33,32,0,1
34355,37,0,78,0,20,-2,41,57,16,1
34356,37,0,105,1,24,26,68,82,14,1
34357,55,-1,97,-2,50,19,42,48,6,4
34358,58,-1,107,-4,56,0,49,50,0,1
34359,51,0,109,-1,52,0,58,57,0,1
34360,55,0,93,0,50,6,37,44,6,4
34361,44,0,77,0,44,19,33,33,0,1
34362,44,0,106,0,42,-14,62,64,2,1
34363,37,0,83,0,30,0,47,52,6,1
34364,56,-5,92,0,56,0,35,35,0,1
34365,56,1,86,0,54,-4,31,32,2,1
34366,44,-2,76,0,44,4,32,32,0,1
34367,43,0,84,-1,44,28,41,41,0,1
34368,48,0,89,2,46,-4,41,42,2,1
34369,49,0,107,0,46,-15,58,60,2,1
34370,44,0,77,7,42,-15,34,36,2,1
34371,57,3,86,0,56,0,29,30,0,1
34372,37,0,77,0,2,-10,40,74,34,1
34373,55,0,77,0,-4,0,21,82,60,4
34374,46,0,86,0,46,9,41,40,0,1
34375,55,0,77,0,38,-3,22,39,16,4
34376,49,-2,107,8,50,0,58,58,0,1
34377,55,-4,77,0,16,0,22,62,40,4
34378,37,0,77,0,26,3,40,51,12,1
34379,39,-1,79,0,38,0,40,41,0,1
34380,64,0,111,5,62,-15,46,49,2,1
34381,55,0,95,0,50,-21,40,46,6,4
34382,37,0,75,-2,30,-5,38,44,6,1
34383,41,0,89,0,42,16,48,48,0,1
34384,41,0,81,1,42,8,39,39,0,1
34385,49,0,95,1,50,0,46,46,0,1
34386,105,2,107,6,70,0,1,37,36,5
34387,37,0,79,-1,34,-3,42,46,4,1
34388,45,-4,88,0,44,0,44,44,0,1
34389,54,-1,83,-1,54,0,28,28,0,1
34390,43,-2,99,0,42,0,56,58,2,1
34391,46,-4,79,-1,46,0,33,32,0,1
34392,37,0,76,0,36,20,39,40,2,1
34393,56,0,81,1,54,-3,25,26,2,1
34394,43,-2,77,0,44,18,34,33,0,1
34395,51,0,79,0,52,3,27,27,0,1
34396,43,-3,79,-1,42,0,36,37,2,1
34397,47,0,90,2,46,0,42,43,0,1
34398,41,0,85,0,42,31,44,44,0,1
34399,45,-2,88,0,46,18,42,41,0,1
34400,37,0,106,0,24,19,69,82,14,1
34401,56,2,97,-1,46,0,41,51,10,4
34402,37,-1,97,0,34,0,60,64,4,1
34403,41,-1,81,0,38,-5,41,43,2,1
34404,37,0,76,0,30,15,39,45,6,1
34405,37,0,80,0,24,-8,43,57,14,1
34406,37,0,79,0,12,-1,43,66,24,1
34407,46,0,85,0,46,8,39,39,0,1
34408,45,-4,76,0,44,0,31,32,2,1
34409,56,0,98,0,44,1,42,54,12,4
34410,49,0,107,0,46,-23,58,60,2,1
34411,49,0,86,0,46,-10,38,40,2,1
34412,56,2,87,3,56,0,31,30,0,1
34413,56,0,92,0,46,-19,36,46,10,4
34414,46,1,77,0,46,0,31,31,0,1
34415,50,0,88,8,50,0,38,39,0,1
34416,37,0,76,-1,26,6,39,50,12,1
34417,45,0,84,-3,44,0,40,41,0,1
34418,42,1,86,0,42,-1,44,44,0,1
34419,45,0,93,0,46,24,48,47,0,1
34420,55,0,77,-1,24,-2,22,54,32,4
34421,105,0,106,0,72,2,1,34,34,5
34422,45,-4,76,0,46,11,31,30,0,1
34423,55,-1,99,0,50,0,43,49,6,4
34424,55,0,79,0,12,-8,23,66,42,4
34425,55,2,81,0,54,0,26,27,2,1
34426,42,-2,76,0,42,0,34,35,2,1
34427,105,6,106,2,72,6,1,34,34,5
34428,27,-227,78,0,42,13,51,37,-14,1
34429,56,0,77,0,46,24,22,31,10,4
34430,55,-1,97,-1,46,-7,42,51,8,4
34431,37,0,77,0,8,-24,41,70,28,1
34432,49,1,77,0,50,2,28,28,0,1
34433,56,-1,81,2,54,-11,25,26,2,1
34434,38,1,81,0,38,5,43,42,0,1
34435,43,0,87,0,42,-7,44,46,2,1
34436,37,0,76,-2,28,0,40,48,8,1
34437,48,0,109,-4,46,0,61,63,2,1
34438,37,0,76,0,24,-9,39,52,14,1
34439,37,0,90,67,6,0,53,85,32,1
34440,38,1,105,0,38,0,67,66,0,1
34441,40,-3,108,0,38,0,68,69,2,1
34442,64,0,111,6,64,20,46,46,0,1
34443,37,0,79,0,34,31,42,46,4,1
34444,55,0,97,0,50,-29,41,48,6,4
34445,41,4,81,0,38,-9,39,42,2,1
34446,41,1,76,0,38,-26,34,37,2,1
34447,46,0,86,1,44,-30,40,42,2,1
34448,37,-1,77,0,-22,10,41,101,60,1
34449,55,-1,97,-3,46,-18,42,51,8,4
34450,43,-2,86,-1,42,0,44,45,2,1
34451,51,4,81,0,50,-21,29,32,2,1
34452,37,0,79,0,36,10,43,43,0,1
34453,45,0,80,0,46,15,35,34,0,1
34454,47,1,86,3,46,0,39,40,0,1
34455,48,2,94,1,46,0,46,48,2,1
34456,55,0,92,8,-4,0,37,97,60,4
34457,37,0,80,0,12,31,43,67,24,1
34458,41,-1,77,0,38,-18,36,38,2,1
34459,41,-2,77,0,38,-14,37,39,2,1
34460,45,0,81,0,44,-9,35,37,2,1
34461,40,0,77,2,38,0,36,38,2,1
34462,38,0,77,0,36,-19,39,41,2,1
34463,37,0,79,1,8,0,42,71,30,1
34464,39,1,75,-1,38,0,35,36,0,1
34465,37,0,75,0,36,-3,37,39,2,1
34466,37,0,76,0,26,0,39,50,12,1
34467,46,1,83,0,44,-16,37,39,2,1
34468,45,1,76,0,44,-3,30,32,2,1
34469,84,0,88,4,-2,0,4,90,86,5
34470,49,-2,85,0,50,0,36,36,0,1
34471,41,-1,80,0,42,6,39,39,0,1
34472,37,0,74,-3,28,0,38,46,8,1
34473,46,0,79,0,46,0,34,33,0,1
34474,37,-1,79,0,28,1,42,50,8,1
34475,37,0,82,0,36,19,45,46,2,1
34476,55,-1,81,0,-6,-30,25,88,64,4
34477,86,2,89,0,2,0,3,86,84,5
34478,56,3,79,0,-4,0,24,85,62,4
34479,56,4,97,0,42,0,41,55,14,4
34480,55,-4,80,-4,-4,8,25,85,60,4
34481,57,-2,86,0,56,0,29,30,0,1
34482,37,0,77,3,30,16,41,46,6,1
34483,48,-1,81,0,46,-3,33,35,2,1
34484,51,4,82,0,52,12,31,30,0,1
34485,46,0,76,4,46,7,30,30,0,1
34486,43,-1,77,0,42,-6,34,36,2,1
34487,49,-1,86,0,50,0,38,37,0,1
34488,37,0,77,0,-24,-2,41,103,62,1
34489,44,4,87,0,44,0,43,43,0,1
34490,37,0,79,6,34,0,43,46,2,1
34491,55,0,77,8,-22,0,22,101,78,4
34492,56,1,81,0,54,-8,25,26,2,1
34493,45,0,86,-1,44,-1,40,42,2,1
34494,56,0,78,-5,6,0,22,73,50,4
34495,78,-5,83,0,-40,4,4,124,120,5
34496,37,3,80,0,36,0,43,44,2,1
34497,56,0,97,1,46,0,41,51,10,4
34498,41,-2,78,0,42,5,37,37,0,1
34499,51,0,81,5,50,0,30,32,2,1
34500,50,2,107,0,50,0,57,58,0,1
34501,55,0,81,-3,54,-8,25,26,2,1
34502,55,0,79,-6,20,0,23,58,34,4
34503,45,0,80,5,44,0,35,36,2,1
34504,37,0,77,7,30,0,41,46,6,1
34505,56,5,95,-3,56,5,39,39,0,1
34506,42,0,102,2,42,0,60,61,0,1
34507,37,0,76,0,24,-25,39,52,14,1
34508,46,0,84,0,44,-21,38,40,2,1
34509,55,0,77,1,-30,-12,22,108,86,4
34510,55,-3,99,6,46,0,43,52,8,4
34511,62,0,109,0,62,26,48,47,0,1
34512,45,-3,83,0,44,-1,38,39,2,1
34513,44,0,81,0,44,11,38,37,0,1
34514,46,0,84,0,44,-18,38,40,2,1
34515,49,0,77,-4,50,0,28,28,0,1
34516,44,0,86,0,42,-24,42,45,2,1
34517,37,0,80,-3,8,0,43,72,28,1
34518,43,0,83,0,42,-14,40,42,2,1
34519,45,0,77,0,44,-10,32,34,2,1
34520,54,1,89,1,54,0,35,35,0,1
34521,41,0,83,0,38,-13,42,44,2,1
34522,38,0,77,0,38,0,40,39,0,1
34523,39,2,106,3,38,0,67,67,0,1
34524,55,-4,78,0,42,0,23,37,14,4
34525,37,0,80,2,2,0,43,77,34,1
34526,58,0,96,-7,56,0,38,39,2,1
34527,37,0,79,0,18,11,42,61,18,1
34528,37,0,91,0,10,22,53,81,28,1
34529,47,-2,77,-7,46,0,29,30,0,1
34530,38,4,90,0,38,0,51,51,0,1
34531,37,0,79,0,12,0,43,66,24,1
34532,52,0,84,5,52,0,32,32,0,1
34533,59,0,86,0,60,10,28,27,0,1
34534,55,0,92,3,0,0,37,92,56,4
34535,50,4,107,1,50,0,57,58,0,1
34536,56,0,81,0,-18,0,25,99,74,4
34537,51,0,87,0,50,-12,36,38,2,1
34538,37,0,76,1,30,0,39,45,6,1
34539,37,0,76,0,28,29,39,47,8,1
34540,56,0,95,0,38,-11,40,57,18,4
34541,47,-1,87,3,46,0,40,41,0,1
34542,49,-5,81,0,50,5,33,32,0,1
34543,79,0,83,-4,-32,-4,4,117,112,5
34544,46,0,84,-2,46,-4,38,37,0,1
34545,37,4,104,0,24,0,66,80,14,1
34546,37,1,81,0,36,-1,43,44,2,1
34547,46,0,77,0,46,3,31,30,0,1
34548,38,0,76,2,38,0,38,37,0,1
34549,56,0,81,0,-6,20,25,89,64,4
34550,43,0,77,-1,42,-1,34,36,2,1
34551,40,0,86,-1,38,0,45,47,2,1
34552,105,0,107,0,72,25,1,35,34,5
34553,37,0,76,0,28,-2,39,47,8,1
34554,37,0,77,0,24,-1,40,54,14,1
34555,56,1,96,0,54,13,40,42,2,1
34556,37,0,93,0,8,-1,55,85,30,1
34557,82,0,85,0,-6,20,3,93,90,5
34558,55,5,89,0,54,0,34,35,0,1
34559,37,-1,77,0,36,-15,39,41,2,1
34560,44,3,83,0,44,0,39,39,0,1
34561,43,0,88,8,42,0,45,46,2,1
34562,37,0,79,0,34,-8,41,45,4,1
34563,51,0,83,1,50,-27,31,33,2,1
34564,51,-2,84,3,52,1,33,32,0,1
34565,37,0,79,4,-6,0,42,86,44,1
34566,47,0,89,-2,46,0,42,42,0,1
34567,51,-3,89,3,50,-18,38,40,2,1
34568,59,0,86,0,56,-7,27,29,2,1
34569,55,0,77,0,-14,-5,21,92,70,4
34570,54,0,86,7,54,0,33,32,0,1
34571,43,0,77,0,42,-3,34,35,2,1
34572,37,-1,80,0,20,31,43,59,16,1
34573,45,-3,80,0,44,-1,35,36,2,1
34574,56,0,96,-6,50,-12,40,47,6,4
34575,45,-3,81,0,46,1,35,34,0,1
34576,55,0,95,-4,38,0,40,57,16,4
34577,48,4,83,-1,46,0,34,36,2,1
34578,55,-5,80,-3,20,-8,25,59,34,4
34579,49,2,80,0,50,28,31,31,0,1
34580,56,0,95,0,42,-19,40,54,14,4
34581,56,0,77,0,-22,24,21,100,80,4
34582,55,0,78,1,12,-5,23,65,42,4
34583,104,2,106,4,70,0,1,36,34,5
34584,40,-2,81,0,38,0,41,43,2,1
34585,55,0,81,-3,-10,0,26,92,66,4
34586,50,2,81,-1,50,0,31,32,0,1
34587,49,0,81,0,46,-20,33,35,2,1
34588,37,0,104,0,18,-5,67,86,18,1
34589,56,0,95,0,54,-29,40,41,2,1
34590,55,0,98,-2,42,-4,42,57,14,4
34591,37,5,79,0,30,0,41,48,6,1
34592,37,0,77,0,26,-24,40,51,10,1
34593,37,0,76,-7,34,3,39,42,2,1
34594,45,0,84,0,44,0,40,41,2,1
34595,48,5,83,0,46,0,35,36,2,1
34596,48,0,89,7,46,-2,41,42,2,1
34597,44,1,77,3,44,0,33,33,0,1
34598,45,0,100,0,44,-5,54,56,2,1
34599,37,0,78,0,8,22,41,70,30,1
34600,37,0,76,0,28,24,39,47,8,1
34601,83,0,86,-2,-4,0,3,92,88,5
34602,50,0,90,1,50,0,39,41,2,1
34603,37,-4,79,0,38,3,41,40,0,1
34604,41,0,86,0,38,-25,45,47,2,1
34605,52,-4,81,0,52,0,29,29,0,1
34606,37,0,96,-7,18,0,59,78,18,1
34607,41,1,81,0,42,2,39,39,0,1
34608,56,0,95,1,46,0,40,49,10,4
34609,37,0,80,0,34,3,43,46,2,1
34610,43,0,78,0,42,-21,35,37,2,1
34611,50,1,79,5,50,0,28,30,2,1
34612,82,0,86,0,-4,-11,3,91,88,5
34613,55,0,95,0,54,-7,40,41,2,1
34614,44,0,83,-2,44,2,39,39,0,1
34615,37,-3,77,0,36,-28,39,41,2,1
34616,37,0,79,0,34,-6,43,46,2,1
34617,46,0,76,0,46,9,30,29,0,1
34618,56,0,78,-2,44,13,22,34,12,4
34619,38,1,82,0,38,0,44,43,0,1
34620,48,-5,83,-2,46,-5,35,37,2,1
34621,55,0,77,0,-30,-12,22,108,86,4
34622,38,2,92,0,12,20,54,79,24,1
34623,37,0,104,8,24,0,67,81,14,1
34624,49,-1,83,0,46,-14,34,36,2,1
34625,46,2,79,0,46,0,33,32,0,1
34626,37,-1,75,-5,28,-9,38,46,8,1
34627,48,3,83,6,46,0,35,37,2,1
34628,37,-54,75,-1,28,15,38,46,8,3
34629,51,4,83,-1,50,-2,32,33,2,1
34630,45,0,83,0,44,-3,37,39,2,1
34631,37,0,77,0,34,7,41,44,2,1
34632,79,-1,83,-2,-40,3,4,124,120,5
34633,37,0,76,0,34,18,39,42,4,1
34634,55,0,81,0,54,-1,25,26,2,1
34635,55,0,77,0,28,27,22,49,26,4
34636,39,-2,108,0,38,0,68,69,0,1
34637,41,-1,76,0,42,21,35,35,0,1
34638,37,0,78,0,18,10,41,60,18,1
34639,42,-5,82,0,42,0,40,41,0,1
34640,80,-3,84,0,-28,0,4,112,108,5
34641,55,0,77,0,42,12,22,36,14,4
34642,37,0,77,-1,36,30,40,41,0,1
34643,55,0,77,-7,-28,13,21,105,84,4
34644,37,0,79,0,6,-26,43,74,32,1
34645,102,0,102,0,70,-2,1,33,32,5
34646,55,0,96,0,52,-2,41,44,4,4
34647,40,5,77,0,38,0,36,38,2,1
34648,37,0,81,0,-2,4,44,84,40,1
34649,37,0,78,0,6,7,41,73,32,1
34650,41,0,79,-5,42,27,38,37,0,1
34651,54,0,77,0,54,0,24,23,0,1
34652,45,0,76,0,46,10,31,30,0,1
34653,48,0,86,-5,46,0,38,40,2,1
34654,45,-5,86,0,44,-15,41,42,2,1
34655,44,1,88,0,44,3,44,44,0,1
34656,44,0,79,-4,42,3,36,38,2,1
34657,37,0,106,0,36,13,68,69,2,1
34658,45,0,81,1,44,-9,35,37,2,1
34659,55,0,99,4,38,0,43,60,16,4
34660,43,0,86,5,42,0,43,45,2,1
34661,37,0,84,0,18,-13,47,66,18,1
34662,57,-1,81,-4,56,-5,24,24,0,1
34663,46,1,90,0,46,2,44,43,0,1
34664,55,0,77,0,-18,-1,21,95,74,4
34665,43,0,75,0,42,-13,32,34,2,1
34666,56,0,80,0,56,14,24,23,0,1
34667,81,0,86,0,-22,20,4,109,104,5
34668,49,-3,84,0,50,1,35,35,0,1
34669,53,-1,87,0,54,7,34,33,0,1
34670,38,0,83,0,38,4,45,44,0,1
34671,55,0,95,-2,38,0,40,57,16,4
34672,56,1,108,0,56,30,52,51,0,1
34673,53,0,81,2,52,-4,28,30,2,1
34674,44,1,84,0,44,10,41,41,0,1
34675,48,4,88,-1,46,0,40,41,2,1
34676,51,0,82,1,50,-10,31,33,2,1
34677,41,0,97,0,38,-5,57,59,2,1
34678,55,0,97,-6,50,-1,41,48,6,4
34679,37,0,101,0,28,-4,64,73,8,1
34680,37,0,94,0,10,4,57,84,28,1
34681,37,0,79,-1,36,-21,41,43,2,1
34682,43,0,80,0,42,-3,37,39,2,1
34683,55,-1,87,0,54,-1,32,33,2,1
34684,38,1,80,0,38,9,42,41,0,1
34685,44,5,87,-3,44,3,43,43,0,1
34686,62,0,109,0,62,1,47,47,0,1
34687,45,0,83,0,46,27,38,37,0,1
34688,41,-1,83,0,42,9,42,41,0,1
34689,52,4,86,0,52,0,35,35,0,1
34690,49,0,86,0,50,30,38,37,0,1
34691,56,0,91,0,2,19,35,88,54,4
34692,51,0,87,0,50,-22,36,38,2,1
34693,55,0,92,0,-4,27,36,97,60,4
34694,55,4,81,0,54,0,27,27,0,1
34695,37,0,80,7,6,-14,43,75,32,1
34696,45,3,77,0,44,0,32,34,2,1
34697,41,0,82,-1,38,-11,41,43,2,1
34698,44,0,86,0,44,6,42,42,0,1
34699,80,0,84,-2,-40,3,4,125,122,5
34700,41,0,79,0,38,-13,39,41,2,1
34701,37,1,104,0,24,0,66,80,14,1
34702,39,-3,88,0,38,0,49,50,0,1
34703,76,0,81,4,-42,-20,5,125,120,5
34704,37,0,94,1,12,9,57,81,24,1
34705,47,-1,108,-6,46,0,61,62,0,1
34706,37,-4,76,0,38,18,38,37,0,1
34707,37,-2,104,0,16,-26,67,88,22,1
34708,85,0,88,0,0,-10,3,88,86,5
34709,37,3,80,0,30,-3,43,49,6,1
34710,56,0,97,0,54,18,41,43,2,1
34711,50,0,82,3,50,0,32,33,0,1
34712,37,0,93,-1,28,3,55,64,8,1
34713,37,0,77,-5,36,0,40,41,0,1
34714,37,-5,76,0,28,0,39,47,8,1
34715,41,0,81,0,42,26,41,40,0,1
34716,55,-4,86,0,54,-2,30,32,2,1
34717,45,-5,77,5,44,0,32,33,0,1
34718,66,0,113,0,64,0,47,48,0,1
34719,102,0,103,0,70,-18,1,33,32,5
34720,57,5,81,0,56,0,24,24,0,1
34721,105,5,106,4,70,0,1,36,36,5
34722,40,-4,86,0,38,0,46,47,2,1
34723,55,-2,98,0,46,4,42,51,8,4
34724,48,0,82,2,46,0,34,35,2,1
34725,37,0,76,1,26,5,40,50,10,1
34726,47,5,86,5,46,0,39,40,0,1
34727,37,0,83,0,34,-9,46,49,2,1
34728,45,0,89,1,44,-18,44,45,2,1
34729,81,0,85,0,-24,-3,4,111,108,5
34730,55,0,81,-1,54,0,26,26,0,1
34731,53,1,84,0,52,-6,32,33,2,1
34732,47,-137,86,0,46,0,39,39,0,1
34733,38,0,81,0,36,-20,43,44,2,1
34734,55,-1,98,-2,46,-3,42,51,8,4
34735,44,0,77,0,42,-16,33,35,2,1
34736,56,0,82,1,54,-14,26,28,2,1
34737,38,1,106,0,34,0,68,72,4,1
34738,45,-1,86,-4,44,-7,41,42,2,1
34739,37,-1,80,0,34,31,43,46,4,1
34740,41,0,81,0,38,-11,41,43,2,1
34741,53,0,81,0,52,-30,28,30,2,1
34742,37,0,75,0,36,-10,37,39,2,1
34743,37,0,77,-5,34,-9,40,43,2,1
34744,37,5,77,0,36,0,39,41,2,1
34745,40,0,77,1,38,0,37,38,2,1
34746,55,0,93,2,44,0,37,49,12,4
34747,56,0,97,0,38,9,41,58,18,4
34748,44,4,84,-2,44,18,41,41,0,1
34749,101,0,102,0,72,4,1,29,28,5
34750,56,-2,97,0,44,30,41,53,12,4
34751,56,-2,78,-6,42,-22,22,37,14,4
34752,43,0,95,0,42,-12,52,54,2,1
34753,45,0,79,0,46,22,34,33,0,1
34754,44,1,82,0,42,-14,38,41,2,1
34755,37,0,106,2,36,-4,69,70,2,1
34756,46,1,88,0,46,9,42,41,0,1
34757,85,4,88,0,2,0,3,86,82,5
34758,37,0,90,0,26,4,52,64,12,1
34759,49,-3,88,0,50,4,39,39,0,1
34760,37,0,81,0,12,-13,44,68,24,1
34761,41,5,89,-1,42,18,48,48,0,1
34762,56,5,97,0,52,0,41,45,4,4
34763,37,0,83,0,10,-28,46,72,26,1
34764,37,0,90,0,24,9,52,66,14,1
34765,42,0,77,1,42,0,36,36,0,1
34766,46,-2,81,-7,46,1,35,34,0,1
34767,57,-4,106,0,56,0,50,49,0,1
34768,55,0,79,8,6,0,23,74,50,4
34769,85,0,88,3,6,0,3,83,80,5
34770,46,5,82,0,46,0,36,35,0,1
34771,47,0,88,3,46,0,41,42,0,1
34772,53,0,86,0,54,-1,32,32,0,1
34773,43,0,79,0,42,-6,35,37,2,1
34774,51,0,86,0,52,2,35,34,0,1
34775,49,-2,77,0,46,-16,29,31,2,1
34776,47,0,88,-2,46,-3,41,41,0,1
34777,56,0,77,0,-24,-8,21,103,82,4
34778,53,2,83,0,52,-12,30,31,2,1
34779,37,-82,76,0,36,0,39,40,2,3
34780,55,0,77,0,10,9,22,67,46,4
34781,37,2,80,0,34,1,43,46,4,1
34782,41,0,75,0,38,-2,34,36,2,1
34783,43,0,76,0,44,21,32,32,0,1
34784,46,-4,85,-3,46,-1,39,39,0,1
34785,53,0,109,7,52,-4,56,57,2,1
34786,37,-4,90,0,26,-15,53,64,12,1
34787,63,0,111,-2,62,0,49,49,0,1
34788,56,0,78,0,16,-1,22,63,40,4
34789,40,1,85,-1,38,0,45,46,2,1
34790,37,0,77,0,-22,-2,41,101,60,1
34791,41,0,81,6,42,23,40,39,0,1
34792,82,0,85,-1,-6,8,3,93,90,5
34793,37,0,104,0,16,-14,67,88,22,1
34794,53,0,84,0,52,-22,31,32,2,1
34795,37,0,95,0,10,5,57,84,28,1
34796,37,0,81,0,12,-4,44,68,24,1
34797,37,0,80,0,18,-6,43,62,18,1
34798,37,0,80,-2,28,21,43,52,8,1
34799,45,0,88,6,44,0,43,44,2,1
34800,38,-1,91,-1,6,-5,53,86,32,1
34801,41,-1,77,0,42,16,37,36,0,1
34802,56,-5,99,0,46,0,43,52,10,4
34803,51,-1,84,1,52,0,33,32,0,1
34804,37,0,104,2,24,-18,67,81,14,1
34805,44,0,86,2,44,5,43,42,0,1
34806,55,2,81,0,54,0,26,27,0,1
34807,37,0,80,0,38,22,43,41,0,1
34808,47,0,87,-2,46,-4,40,41,0,1
34809,54,0,108,6,54,0,54,54,0,1
34810,45,0,79,-2,46,24,33,32,0,1
34811,82,-1,86,-4,-40,0,4,128,124,5
34812,55,0,73,-15,0,6,18,73,54,4
34813,46,5,87,0,46,7,41,41,0,1
34814,45,0,84,0,46,22,38,37,0,1
34815,51,0,81,-3,52,1,30,30,0,1
34816,56,0,91,0,-4,-9,35,96,62,4
34817,53,-4,86,0,54,11,33,32,0,1
34818,37,0,81,5,24,0,44,58,14,1
34819,45,-2,79,0,44,0,34,35,2,1
34820,53,0,79,0,54,2,25,24,0,1
34821,37,0,81,0,26,-3,44,55,10,1
34822,41,0,81,0,42,25,41,40,0,1
34823,49,0,79,3,50,0,30,30,0,1
34824,54,0,77,-7,54,0,23,23,0,1
34825,37,0,82,0,34,-3,45,48,2,1
34826,52,-3,82,0,52,0,30,30,0,1
34827,49,1,78,0,50,0,29,29,0,1
34828,80,1,84,-1,-36,3,4,121,116,5
34829,37,-2,76,0,38,7,39,37,0,1
34830,38,0,96,0,36,-24,58,60,2,1
34831,37,-1,106,-2,36,-2,69,69,0,1
34832,43,1,88,-2,42,0,45,47,2,1
34833,37,0,103,-1,24,-4,66,80,14,1
34834,45,3,81,0,44,0,35,37,2,1
34835,45,0,86,2,46,17,41,40,0,1
34836,50,3,78,0,50,0,28,29,2,1
34837,49,0,106,-2,46,-12,58,60,2,1
34838,82,4,86,0,-24,-19,4,112,108,5
34839,37,0,78,3,16,0,41,63,22,1
34840,54,3,84,0,54,0,30,30,0,1
34841,53,1,79,0,54,1,25,24,0,1
34842,38,1,77,0,36,-21,39,41,2,1
34843,52,0,88,2,52,0,36,37,0,1
34844,56,0,79,0,54,-29,23,24,2,1
34845,45,0,80,0,46,9,35,34,0,1
34846,56,-5,80,0,56,1,24,23,0,1
34847,41,0,79,0,38,-19,38,40,2,1
34848,45,0,80,0,44,-3,35,36,2,1
34849,55,0,97,0,44,-15,41,53,12,4
34850,56,0,79,-1,-22,8,24,103,80,4
34851,55,0,77,0,-4,-13,21,82,60,4
34852,37,0,95,0,18,-1,58,77,18,1
34853,41,3,84,0,42,12,43,43,0,1
34854,43,0,79,-5,44,23,35,35,0,1
34855,50,2,88,-1,50,0,37,39,2,1
34856,37,0,107,0,30,4,70,76,6,1
34857,50,-62,88,0,6,-27,38,83,46,3
34858,37,-41,106,0,34,-1,69,72,4,3
34859,41,0,79,-2,42,1,38,37,0,1
34860,46,4,76,0,46,10,30,29,0,1
34861,44,1,79,2,42,-17,36,38,2,1
34862,49,3,79,1,50,1,30,30,0,1
34863,46,3,77,1,46,0,31,31,0,1
34864,56,0,80,0,56,23,24,23,0,1
34865,55,0,77,-1,28,-4,21,48,28,4
34866,41,4,81,0,42,10,39,39,0,1
34867,41,0,86,1,42,12,45,45,0,1
34868,56,0,77,0,46,3,22,31,10,4
34869,39,1,83,-6,38,0,43,44,0,1
34870,37,0,104,-1,16,-4,67,88,22,1
34871,55,0,81,-5,-12,-1,26,94,68,4
34872,53,-5,80,0,54,13,27,26,0,1
34873,43,-3,84,0,42,0,41,43,2,1
34874,37,0,77,0,12,-8,41,65,24,1
34875,56,0,95,-4,56,7,40,39,0,1
34876,56,3,81,6,-6,-26,25,88,64,4
34877,45,-45,81,0,44,0,36,37,2,3
34878,37,0,80,0,34,-24,43,46,2,1
34879,37,0,75,-1,30,14,38,44,6,1
34880,37,0,78,0,12,1,42,65,24,1
34881,48,1,86,0,46,0,38,39,2,1
34882,43,0,77,7,42,0,34,35,2,1
34883,81,0,84,0,-20,-8,4,105,102,5
34884,37,-2,80,0,18,0,43,62,18,1
34885,38,-3,106,0,38,0,68,67,0,1
34886,41,1,78,0,42,1,37,37,0,1
34887,40,0,76,7,38,0,36,37,2,1
34888,43,0,81,7,42,-7,37,39,2,1
34889,85,0,89,7,2,0,4,86,82,5
34890,44,-2,79,0,44,6,35,35,0,1
34891,80,4,84,1,-42,-30,4,128,124,5
34892,37,0,79,0,36,0,42,43,2,1
34893,47,-5,108,0,46,0,62,62,0,1
34894,81,0,84,0,-18,-9,3,103,100,5
34895,102,2,103,6,72,14,1,31,30,5
34896,72,-11,76,-16,-40,6,4,117,114,5
34897,48,0,85,0,46,-11,37,39,2,1
34898,55,3,96,6,50,0,41,47,6,4
34899,85,0,88,-6,2,0,3,86,82,5
34900,44,-2,79,0,44,10,35,35,0,1
34901,41,0,83,0,38,-27,42,44,2,1
34902,82,0,85,-1,-6,2,3,93,90,5
34903,37,0,79,0,6,-7,42,74,32,1
34904,41,-1,81,0,38,-23,40,42,2,1
34905,38,-4,82,3,38,0,44,43,0,1
34906,49,0,107,0,46,-25,58,60,2,1
34907,37,0,76,-2,18,0,39,57,18,1
34908,37,0,79,-1,10,10,43,69,26,1
34909,41,0,83,6,42,3,42,42,0,1
34910,46,0,90,0,46,2,44,43,0,1
34911,55,0,78,0,6,15,23,73,50,4
34912,37,0,80,0,36,15,43,44,0,1
34913,37,0,76,0,20,5,40,55,16,1
34914,59,0,86,-7,60,23,27,26,0,1
34915,101,0,102,0,70,-19,1,32,32,5
34916,55,0,77,3,28,-19,22,49,28,4
34917,56,0,95,0,46,25,40,49,10,4
34918,52,2,79,1,52,0,27,27,0,1
34919,37,0,77,0,0,6,41,77,36,1
34920,43,0,81,7,42,-1,38,40,2,1
34921,39,0,84,0,38,0,45,46,0,1
34922,37,1,100,0,36,0,64,64,0,1
34923,41,3,78,0,42,-6,37,37,0,1
34924,41,0,83,0,38,-22,42,44,2,1
34925,46,-2,86,0,46,0,41,40,0,1
34926,37,0,76,0,34,-15,39,42,2,1
34927,43,0,81,0,44,9,37,37,0,1
34928,51,0,83,0,52,15,32,31,0,1
34929,46,4,76,-4,46,0,29,29,0,1
