,0,1,2,3,4,5,6,7,8
775,0.38,0.31,0.59,0.19,0.5,0.0,0.46,0.22,6
776,0.68,0.53,0.44,0.31,0.5,0.0,0.51,0.22,6
777,0.24,0.41,0.47,0.16,0.5,0.0,0.51,0.38,7
778,0.61,0.39,0.53,0.14,0.5,0.0,0.43,0.26,7
779,0.39,0.16,0.59,0.08,0.5,0.0,0.51,0.27,7
780,0.33,0.28,0.5,0.4,0.5,0.0,0.46,0.61,7
781,0.51,0.55,0.56,0.18,0.5,0.0,0.5,0.38,7
782,0.43,0.48,0.53,0.18,0.5,0.0,0.46,0.22,7
783,0.47,0.43,0.48,0.16,0.5,0.0,0.46,0.27,7
784,0.52,0.5,0.51,0.2,0.5,0.0,0.51,0.22,7
785,0.33,0.28,0.52,0.15,0.5,0.0,0.51,0.86,7
786,0.36,0.48,0.5,0.13,0.5,0.0,0.49,0.6,7
787,0.45,0.54,0.49,0.29,0.5,0.0,0.49,0.25,7
788,0.55,0.59,0.53,0.15,0.5,0.0,0.49,0.22,7
789,0.31,0.39,0.55,0.28,0.5,0.0,0.46,0.31,7
790,0.43,0.41,0.51,0.34,0.5,0.0,0.49,0.28,7
791,0.64,0.5,0.53,0.1,0.5,0.0,0.51,0.22,7
792,0.41,0.52,0.56,0.26,0.5,0.0,0.48,0.32,7
793,0.48,0.47,0.59,0.41,0.5,0.0,0.56,0.27,7
794,0.49,0.49,0.51,0.29,0.5,0.0,0.52,0.71,7
795,0.41,0.52,0.51,0.22,0.5,0.0,0.52,0.44,7
796,0.51,0.61,0.5,0.23,0.5,0.0,0.52,0.61,7
797,0.59,0.47,0.51,0.53,0.5,0.0,0.53,0.26,0
798,0.4,0.6,0.5,0.16,0.5,0.0,0.51,0.22,0
799,0.54,0.53,0.53,0.17,0.5,0.0,0.51,0.39,7
800,0.53,0.46,0.54,0.37,0.5,0.0,0.51,0.3,7
801,0.58,0.31,0.6,0.12,0.5,0.0,0.47,0.33,7
802,0.49,0.67,0.5,0.28,0.5,0.0,0.43,0.22,7
803,0.44,0.33,0.55,0.16,0.5,0.0,0.49,0.22,7
804,0.44,0.45,0.53,0.19,0.5,0.0,0.41,0.28,7
805,0.57,0.55,0.52,0.16,0.5,0.0,0.49,0.39,7
806,0.45,0.66,0.39,0.11,0.5,0.0,0.54,0.22,5
807,0.32,0.49,0.53,0.28,0.5,0.0,0.5,0.5,7
808,0.46,0.41,0.58,0.1,0.5,0.0,0.48,0.22,7
809,0.57,0.51,0.58,0.22,0.5,0.0,0.51,0.22,7
810,0.34,0.58,0.5,0.26,0.5,0.0,0.51,0.22,7
811,0.55,0.45,0.58,0.25,0.5,0.0,0.49,0.22,7
812,0.4,0.66,0.34,0.21,0.5,0.0,0.52,0.26,7
813,0.42,0.21,0.59,0.3,0.5,0.0,0.47,0.27,7
814,0.64,0.44,0.51,0.35,0.5,0.0,0.53,0.22,0
815,0.35,0.4,0.44,0.25,0.5,0.0,0.53,0.57,7
816,0.55,0.38,0.64,0.42,0.5,0.0,0.47,0.22,6
817,0.45,0.43,0.5,0.25,0.5,0.0,0.47,0.22,6
818,0.45,0.49,0.57,0.25,0.5,0.0,0.48,0.22,7
819,0.45,0.52,0.5,0.12,0.5,0.0,0.6,0.22,0
820,0.56,0.51,0.32,0.49,0.5,0.0,0.48,0.22,7
821,0.37,0.58,0.5,0.22,0.5,0.0,0.47,0.22,7
822,0.47,0.45,0.51,0.33,0.5,0.0,0.46,0.26,7
823,0.5,0.36,0.64,0.37,0.5,0.0,0.37,0.33,7
824,0.43,0.44,0.64,0.19,0.5,0.0,0.38,0.33,7
825,0.38,0.4,0.59,0.25,0.5,0.0,0.44,0.22,0
826,0.39,0.39,0.59,0.25,0.5,0.0,0.45,0.22,0
827,0.54,0.55,0.56,0.14,0.5,0.0,0.5,0.25,0
828,0.45,0.5,0.57,0.29,0.5,0.0,0.44,0.11,0
829,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,0
830,0.61,0.38,0.57,0.36,0.5,0.0,0.44,0.21,0
831,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,0
832,0.43,0.33,0.54,0.37,0.5,0.0,0.38,0.16,0
833,0.51,0.39,0.58,0.19,0.5,0.0,0.47,0.22,0
834,0.72,0.51,0.52,0.08,0.5,0.0,0.54,0.22,7
835,0.35,0.41,0.53,0.27,0.5,0.0,0.47,0.29,7
836,0.56,0.49,0.54,0.15,0.5,0.0,0.5,0.35,7
837,0.57,0.37,0.43,0.27,0.5,0.0,0.53,0.28,7
838,0.57,0.49,0.61,0.26,0.5,0.0,0.52,0.22,7
839,0.48,0.45,0.63,0.19,0.5,0.0,0.58,0.22,7
840,0.34,0.48,0.47,0.19,0.5,0.0,0.5,0.3,7
841,0.54,0.57,0.55,0.18,0.5,0.0,0.5,0.22,7
842,0.38,0.44,0.55,0.44,0.5,0.0,0.47,0.51,7
843,0.4,0.3,0.57,0.13,0.5,0.0,0.46,0.22,7
844,0.27,0.31,0.55,0.13,0.5,0.0,0.5,0.22,7
845,0.52,0.46,0.56,0.25,0.5,0.0,0.52,0.22,7
846,0.44,0.5,0.55,0.24,0.5,0.0,0.48,0.22,7
847,0.34,0.47,0.48,0.32,0.5,0.0,0.42,0.22,7
848,0.5,0.56,0.63,0.25,0.5,0.0,0.42,0.22,7
849,0.31,0.6,0.65,0.18,0.5,0.0,0.46,0.22,7
850,0.57,0.42,0.63,0.22,0.5,0.0,0.68,0.32,7
851,0.37,0.45,0.53,0.14,0.5,0.0,0.49,0.22,7
852,0.36,0.49,0.55,0.21,0.5,0.0,0.55,0.33,7
853,0.29,0.4,0.5,0.16,0.5,0.0,0.51,0.34,7
854,0.37,0.3,0.51,0.15,0.5,0.0,0.58,0.26,7
855,0.35,0.33,0.48,0.42,0.5,0.0,0.47,0.43,0
856,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,0
857,0.46,0.35,0.69,0.18,0.5,0.0,0.3,0.25,0
858,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,0
859,0.57,0.43,0.52,0.3,0.5,0.0,0.37,0.11,0
860,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
861,0.59,0.51,0.48,0.12,0.5,0.0,0.54,0.31,0
862,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
863,0.61,0.48,0.56,0.19,0.5,0.0,0.53,0.31,0
864,0.44,0.56,0.52,0.18,0.5,0.0,0.5,0.11,0
865,0.36,0.56,0.52,0.18,0.5,0.0,0.45,0.16,0
866,0.37,0.44,0.64,0.48,0.5,0.0,0.36,0.27,0
867,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,0
868,0.72,0.37,0.63,0.38,0.5,0.0,0.4,0.14,0
869,0.44,0.36,0.64,0.45,0.5,0.0,0.53,0.11,0
870,0.58,0.45,0.55,0.27,0.5,0.0,0.48,0.11,0
871,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,0
872,0.63,0.64,0.45,0.26,0.5,0.0,0.43,0.22,0
873,0.43,0.33,0.67,0.12,0.5,0.0,0.45,0.23,0
874,0.43,0.33,0.67,0.12,0.5,0.0,0.43,0.23,0
875,0.58,0.44,0.5,0.26,0.5,0.0,0.52,0.22,0
876,0.38,0.43,0.53,0.22,0.5,0.0,0.48,0.11,0
877,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,0
878,0.4,0.45,0.61,0.29,0.5,0.0,0.44,0.22,0
879,0.34,0.34,0.65,0.4,0.5,0.0,0.32,0.16,0
880,0.43,0.22,0.79,0.79,0.5,0.0,0.22,0.0,0
881,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,0
882,0.35,0.21,1.0,0.8,0.5,0.0,0.13,0.01,0
883,0.56,0.35,0.47,0.41,0.5,0.0,0.5,0.22,0
884,0.56,0.35,0.47,0.35,0.5,0.0,0.52,0.22,0
885,0.54,0.44,0.55,0.48,0.5,0.0,0.47,0.22,0
886,0.35,0.39,0.56,0.2,0.5,0.0,0.49,0.41,0
887,0.48,0.46,0.58,0.16,0.5,0.0,0.45,0.22,0
888,0.48,0.55,0.48,0.1,0.5,0.0,0.55,0.22,0
889,0.69,0.54,0.55,0.23,0.5,0.0,0.73,0.22,0
890,0.73,0.6,0.47,0.2,0.5,0.0,0.72,0.22,0
891,0.78,0.82,0.56,0.21,0.5,0.0,0.69,0.22,0
892,0.42,0.49,0.49,0.36,0.5,0.0,0.57,0.26,6
893,0.44,0.62,0.53,0.27,0.5,0.0,0.49,0.22,7
894,0.56,0.61,0.52,0.19,0.5,0.0,0.52,0.32,7
895,0.47,0.56,0.46,0.5,0.5,0.0,0.51,0.22,6
896,0.46,0.33,0.45,0.22,0.5,0.0,0.41,0.37,0
897,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,0
898,0.52,0.43,0.61,0.22,0.5,0.0,0.45,0.22,0
899,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,0
900,0.32,0.44,0.54,0.21,0.5,0.0,0.4,0.19,0
901,0.48,0.41,0.52,0.33,0.5,0.0,0.51,0.26,0
902,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
903,0.46,0.39,0.54,0.22,0.5,0.0,0.48,0.25,0
904,0.42,0.5,0.64,0.13,0.5,0.0,0.49,0.22,0
905,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
906,0.46,0.54,0.59,0.41,0.5,0.0,0.53,0.21,0
907,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
908,0.38,0.5,0.52,0.44,0.5,0.0,0.54,0.11,0
909,0.51,0.52,0.58,0.17,0.5,0.0,0.47,0.28,0
910,0.5,0.5,0.62,0.23,0.5,0.0,0.35,0.11,0
911,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,0
912,0.53,0.57,0.6,0.36,0.5,0.0,0.5,0.22,0
913,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,0
914,0.37,0.3,0.62,0.43,0.5,0.0,0.44,0.39,0
915,0.6,0.57,0.52,0.14,0.5,0.0,0.46,0.48,7
916,0.42,0.38,0.52,0.29,0.5,0.0,0.42,0.22,7
917,0.41,0.46,0.58,0.08,0.5,0.0,0.51,0.28,7
918,0.49,0.4,0.58,0.23,0.5,0.0,0.47,0.27,0
919,0.37,0.37,0.51,0.38,0.5,0.0,0.44,0.22,0
920,0.57,0.5,0.4,0.08,0.5,0.0,0.47,0.22,5
921,0.51,0.4,0.5,0.28,0.5,0.0,0.48,0.27,0
922,0.34,0.25,0.55,0.28,0.5,0.0,0.51,0.49,0
923,0.77,0.86,0.44,0.27,0.5,0.0,0.48,0.22,3
924,0.59,0.54,0.53,0.14,0.5,0.0,0.48,0.22,0
925,0.5,0.48,0.48,0.23,0.5,0.0,0.53,0.68,0
926,0.39,1.0,0.38,0.41,0.5,0.0,0.5,0.27,6
927,0.56,0.42,0.52,0.14,0.5,0.0,0.51,0.22,0
928,0.39,0.46,0.33,0.18,0.5,0.0,0.53,0.22,5
929,0.52,0.54,0.47,0.49,0.5,0.0,0.54,0.22,6
930,0.46,0.49,0.55,0.18,0.5,0.0,0.56,0.22,7
931,0.56,0.65,0.49,0.56,0.5,0.0,0.49,0.22,6
932,0.53,0.51,0.55,0.57,0.5,0.0,0.46,0.22,6
933,0.54,0.64,0.4,0.56,0.5,0.0,0.51,0.22,6
934,0.47,0.58,0.47,0.52,0.5,0.0,0.54,0.22,6
935,0.46,0.42,0.51,0.16,0.5,0.0,0.56,0.22,0
936,0.6,0.51,0.49,0.18,0.5,0.0,0.53,0.38,0
937,0.55,0.52,0.44,0.2,0.5,0.0,0.56,0.22,4
938,0.49,0.38,0.56,0.09,0.5,0.0,0.46,0.22,0
939,0.38,0.4,0.53,0.12,0.5,0.0,0.55,0.22,0
940,0.55,0.55,0.52,0.13,0.5,0.0,0.53,0.25,0
941,0.46,0.44,0.58,0.17,0.5,0.0,0.55,0.22,0
942,0.34,0.46,0.52,0.19,0.5,0.0,0.53,0.26,0
943,0.58,0.56,0.46,0.14,0.5,0.0,0.51,0.22,0
944,0.46,0.47,0.44,0.18,1.0,0.0,0.46,0.22,4
945,0.44,0.71,0.5,0.21,0.5,0.0,0.54,0.27,0
946,0.56,0.49,0.32,0.22,0.5,0.0,0.5,0.22,4
947,0.41,0.49,0.47,0.09,0.5,0.0,0.49,0.22,0
948,0.44,0.51,0.53,0.3,0.5,0.0,0.53,0.22,0
949,0.54,0.51,0.56,0.15,0.5,0.0,0.54,0.31,0
950,0.51,0.51,0.32,0.27,0.5,0.0,0.54,0.22,5
951,0.46,0.38,0.51,0.2,0.5,0.0,0.51,0.22,0
952,0.55,0.72,0.35,0.26,0.5,0.0,0.49,0.22,5
953,0.65,0.66,0.37,0.12,0.5,0.0,0.52,0.27,5
954,0.41,0.4,0.56,0.17,0.5,0.0,0.56,0.22,0
955,0.39,0.71,0.38,0.14,0.5,0.0,0.5,0.22,4
956,0.37,0.42,0.46,0.15,0.5,0.0,0.51,0.31,4
957,0.59,0.55,0.57,0.18,0.5,0.0,0.51,0.22,0
958,0.48,0.51,0.5,0.24,0.5,0.0,0.54,0.38,0
959,0.39,0.3,0.63,0.2,0.5,0.0,0.43,0.47,0
960,0.47,0.52,0.54,0.25,0.5,0.0,0.54,0.29,6
961,0.77,0.82,0.4,0.36,0.5,0.0,0.38,0.22,3
962,0.52,0.55,0.39,0.09,1.0,0.0,0.55,0.25,5
963,0.42,0.28,0.33,0.23,0.5,0.0,0.39,0.26,5
964,0.47,0.37,0.46,0.28,0.5,0.0,0.52,0.99,7
965,0.48,0.5,0.47,0.29,0.5,0.0,0.46,0.27,7
966,0.49,0.49,0.52,0.18,0.5,0.0,0.51,0.25,7
967,0.54,0.59,0.57,0.34,0.5,0.0,0.49,0.22,7
968,0.7,0.78,0.53,0.24,0.5,0.0,0.48,0.22,9
969,0.85,0.69,0.34,0.31,0.5,0.0,0.57,0.3,3
970,0.56,0.59,0.45,0.15,0.5,0.0,0.54,0.22,6
971,0.47,0.56,0.53,0.44,0.5,0.0,0.53,0.22,6
972,0.53,0.49,0.47,0.21,0.5,0.0,0.53,0.22,0
973,0.7,0.57,0.34,0.19,0.5,0.0,0.53,0.27,4
974,0.42,0.43,0.67,0.7,0.5,0.0,0.42,0.25,0
975,0.47,0.44,0.53,0.18,0.5,0.0,0.47,0.29,7
976,0.4,0.49,0.53,0.23,0.5,0.0,0.44,0.26,7
977,0.45,0.65,0.51,0.17,0.5,0.0,0.49,0.22,7
978,0.42,0.42,0.55,0.31,0.5,0.0,0.43,0.22,7
979,0.45,0.41,0.53,0.49,0.5,0.0,0.49,0.31,7
980,0.42,0.28,0.49,0.22,0.5,0.0,0.55,0.34,7
981,0.47,0.5,0.47,0.22,0.5,0.0,0.53,0.45,7
982,0.56,0.55,0.57,0.15,0.5,0.0,0.54,0.25,0
983,0.37,0.47,0.49,0.12,0.5,0.0,0.47,0.31,7
984,0.32,0.6,0.48,0.13,0.5,0.0,0.53,0.22,7
985,0.38,0.42,0.31,0.35,0.5,0.0,0.52,0.22,5
986,0.46,0.56,0.56,0.25,0.5,0.0,0.43,0.22,7
987,0.37,0.55,0.52,0.13,0.5,0.0,0.42,0.8,0
988,0.46,0.48,0.38,0.22,0.5,0.0,0.39,0.45,5
989,0.8,0.69,0.53,0.33,0.5,0.0,0.51,0.22,4
990,0.52,0.65,0.36,0.37,0.5,0.0,0.52,0.34,5
991,0.19,0.16,0.68,0.36,0.5,0.0,0.49,0.21,7
992,0.47,0.56,0.51,0.2,0.5,0.0,0.52,0.59,7
993,0.4,0.75,0.44,0.12,0.5,0.0,0.49,0.22,7
994,0.48,0.55,0.58,0.18,0.5,0.0,0.38,0.69,7
995,0.57,0.51,0.34,0.13,0.5,0.0,0.53,0.27,6
996,0.54,0.5,0.51,0.26,0.5,0.0,0.52,0.22,0
997,0.6,0.64,0.56,0.36,0.5,0.0,0.46,0.27,0
998,0.27,0.41,0.24,0.2,0.5,0.0,0.49,0.22,5
999,0.25,0.35,0.22,0.18,0.5,0.0,0.46,0.22,5
1000,0.39,0.45,0.51,0.29,0.5,0.0,0.54,0.22,0
1001,0.33,0.47,0.55,0.24,0.5,0.0,0.45,0.67,7
1002,0.43,0.47,0.47,0.18,0.5,0.0,0.47,0.22,0
1003,0.66,0.43,0.57,0.6,0.5,0.0,0.19,0.33,7
1004,0.55,0.4,0.62,0.22,0.5,0.0,0.37,0.28,7
1005,0.33,0.46,0.6,0.18,0.5,0.0,0.51,0.26,7
1006,0.51,0.5,0.54,0.11,0.5,0.0,0.6,0.22,7
1007,0.54,0.6,0.57,0.17,0.5,0.0,0.44,0.22,7
1008,0.45,0.57,0.38,0.28,0.5,0.0,0.53,0.31,5
1009,0.54,0.47,0.58,0.4,0.5,0.0,0.46,0.27,6
1010,0.36,0.32,0.55,0.27,0.5,0.0,0.47,0.43,7
1011,0.46,0.41,0.45,0.23,0.5,0.0,0.48,0.22,7
1012,0.4,0.39,0.6,0.23,0.5,0.0,0.52,0.31,7
1013,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,0
1014,0.52,0.47,0.58,0.18,0.5,0.0,0.34,0.11,0
1015,0.5,0.45,0.51,0.19,0.5,0.0,0.53,0.25,0
1016,0.57,0.55,0.51,0.18,0.5,0.0,0.51,0.43,7
1017,0.44,0.43,0.46,0.28,0.5,0.0,0.45,0.29,7
1018,0.46,0.5,0.5,0.28,0.5,0.0,0.5,0.37,7
1019,0.77,0.73,0.49,0.46,0.5,0.0,0.38,0.22,2
1020,0.38,0.58,0.46,0.21,0.5,0.0,0.52,0.22,7
1021,0.32,0.68,0.51,0.16,0.5,0.83,0.55,0.22,8
1022,0.27,0.46,0.52,0.17,0.5,0.0,0.49,0.44,7
1023,0.52,0.45,0.45,0.13,0.5,0.0,0.48,0.22,7
1024,0.37,0.29,0.45,0.15,0.5,0.0,0.49,0.22,7
1025,0.37,0.48,0.67,0.37,0.5,0.0,0.56,0.62,7
1026,0.44,0.59,0.54,0.18,0.5,0.0,0.49,0.22,7
1027,0.48,0.65,0.36,0.24,0.5,0.0,0.54,0.31,7
1028,0.59,0.49,0.45,0.22,0.5,0.0,0.45,0.31,7
1029,0.73,0.52,0.59,0.25,0.5,0.0,0.51,0.22,7
1030,0.23,0.13,0.51,0.16,0.5,0.0,0.53,0.51,7
1031,0.49,0.6,0.54,0.35,0.5,0.0,0.53,0.46,7
1032,0.52,0.31,0.56,0.16,0.5,0.0,0.55,0.22,7
1033,0.49,0.48,0.51,0.21,0.5,0.0,0.53,0.22,7
1034,0.49,0.6,0.42,0.18,0.5,0.0,0.58,0.28,7
1035,0.6,0.62,0.54,0.11,0.5,0.0,0.51,0.22,7
1036,0.55,0.47,0.53,0.2,0.5,0.0,0.4,0.22,7
1037,0.47,0.32,0.51,0.24,0.5,0.0,0.54,0.27,7
1038,0.53,0.25,0.59,0.27,0.5,0.0,0.45,0.26,7
1039,0.31,0.5,0.54,0.32,0.5,0.0,0.53,0.31,7
1040,0.25,0.33,0.48,0.18,0.5,0.0,0.42,0.33,7
1041,0.55,0.46,0.47,0.15,0.5,0.0,0.47,0.22,5
1042,0.61,0.5,0.61,0.21,0.5,0.0,0.55,0.54,0
1043,0.5,0.52,0.51,0.22,0.5,0.0,0.46,0.37,0
1044,0.62,0.33,0.49,0.24,0.5,0.0,0.51,0.42,0
1045,0.56,0.52,0.46,0.17,0.5,0.0,0.49,0.73,0
1046,0.52,0.56,0.55,0.16,0.5,0.0,0.53,0.39,0
1047,0.53,0.48,0.51,0.18,0.5,0.0,0.52,0.27,0
1048,0.51,0.48,0.51,0.19,0.5,0.0,0.51,0.27,0
1049,0.51,0.48,0.51,0.26,0.5,0.0,0.51,0.27,0
1050,0.53,0.48,0.51,0.18,0.5,0.0,0.51,0.27,0
1051,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,0
1052,0.6,0.46,0.51,0.1,0.5,0.0,0.48,0.31,0
1053,0.44,0.39,0.63,0.11,0.5,0.0,0.49,0.26,7
1054,0.51,0.5,0.49,0.45,0.5,0.0,0.48,0.22,6
1055,0.38,0.42,0.47,0.12,0.5,0.0,0.47,0.53,7
1056,0.41,0.42,0.23,0.16,0.5,0.0,0.4,0.22,5
1057,0.25,0.42,0.21,0.14,0.5,0.0,0.41,0.22,5
1058,0.7,0.58,0.53,0.39,0.5,0.0,0.59,0.22,2
1059,0.49,0.31,0.43,0.24,0.5,0.0,0.54,0.22,5
1060,0.46,0.41,0.43,0.18,0.5,0.0,0.54,0.22,5
1061,0.83,0.81,0.45,0.38,0.5,0.0,0.4,0.26,2
1062,0.38,0.51,0.56,0.21,0.5,0.0,0.48,0.31,7
1063,0.32,0.36,0.28,0.38,0.5,0.0,0.5,0.4,5
1064,0.4,0.65,0.38,0.17,0.5,0.0,0.57,0.22,5
1065,0.36,0.37,0.63,0.25,0.5,0.0,0.3,0.22,0
1066,0.49,0.55,0.41,0.19,0.5,0.0,0.48,0.31,5
1067,0.3,0.45,0.55,0.19,0.5,0.0,0.53,0.4,0
1068,0.88,0.72,0.32,0.3,0.5,0.0,0.52,0.33,3
1069,0.44,0.4,0.53,0.19,0.5,0.0,0.48,0.27,0
1070,0.45,0.57,0.52,0.21,0.5,0.0,0.54,0.38,7
1071,0.55,0.41,0.67,0.61,0.5,0.0,0.49,0.14,6
1072,0.28,0.18,0.72,0.26,0.5,0.0,0.49,0.25,6
1073,0.66,0.65,0.53,0.17,0.5,0.0,0.47,0.66,7
1074,0.48,0.54,0.56,0.29,0.5,0.0,0.51,0.43,7
1075,0.33,0.37,0.49,0.22,0.5,0.0,0.55,0.22,0
1076,0.58,0.43,0.32,0.11,0.5,0.0,0.49,0.22,9
1077,0.58,0.64,0.42,0.3,0.5,0.0,0.54,0.22,7
1078,0.74,0.82,0.46,0.24,0.5,0.0,0.5,0.31,2
1079,0.74,0.82,0.46,0.24,0.5,0.0,0.48,0.22,2
1080,0.75,0.76,0.58,0.22,0.5,0.0,0.49,0.22,2
1081,0.58,0.37,0.58,0.16,0.5,0.0,0.51,0.22,7
1082,0.39,0.39,0.65,0.16,0.5,0.0,0.45,0.22,0
1083,0.51,0.59,0.55,0.21,0.5,0.0,0.52,0.22,0
1084,0.41,0.35,0.6,0.22,0.5,0.0,0.56,0.79,0
1085,0.43,0.28,0.41,0.32,0.5,0.0,0.52,0.22,5
1086,0.41,0.49,0.55,0.13,0.5,0.0,0.55,0.22,0
1087,0.23,0.29,0.46,0.0,0.5,0.0,0.43,0.31,0
1088,0.38,0.34,0.55,0.44,0.5,0.0,0.48,0.26,0
1089,0.61,0.54,0.54,0.38,0.5,0.0,0.54,0.29,6
1090,0.47,0.47,0.5,0.19,0.5,0.0,0.51,0.26,7
1091,0.55,0.38,0.52,0.16,0.5,0.0,0.49,0.64,7
1092,0.41,0.39,0.61,0.17,0.5,0.0,0.5,0.61,7
1093,0.41,0.56,0.53,0.16,0.5,0.0,0.55,0.26,7
1094,0.78,0.73,0.27,0.28,0.5,0.0,0.56,0.22,3
1095,0.31,0.51,0.38,0.18,0.5,0.0,0.46,0.31,5
1096,0.63,0.64,0.49,0.2,0.5,0.0,0.52,0.25,0
1097,0.31,0.4,0.31,0.17,0.5,0.0,0.52,0.22,5
1098,0.44,0.65,0.49,0.16,0.5,0.0,0.48,0.31,7
1099,0.48,0.44,0.46,0.37,0.5,0.0,0.46,0.36,0
1100,0.5,0.49,0.46,0.22,0.5,0.0,0.53,0.25,0
1101,0.62,0.42,0.47,0.16,0.5,0.0,0.52,0.22,0
1102,0.5,0.45,0.52,0.18,0.5,0.0,0.52,0.22,0
1103,0.59,0.51,0.47,0.21,0.5,0.0,0.47,0.22,0
1104,0.39,0.47,0.49,0.2,0.5,0.0,0.53,0.26,0
1105,0.49,0.48,0.52,0.24,0.5,0.0,0.5,0.22,0
1106,0.59,0.48,0.49,0.42,0.5,0.0,0.52,0.22,0
1107,0.57,0.35,0.5,0.43,0.5,0.0,0.53,0.22,0
1108,0.61,0.52,0.5,0.44,0.5,0.0,0.53,0.22,0
1109,0.49,0.51,0.52,0.13,0.5,0.0,0.51,0.33,7
1110,0.45,0.4,0.56,0.15,0.5,0.0,0.52,0.22,7
1111,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
1112,0.63,0.43,0.48,0.11,0.5,0.0,0.51,0.22,0
1113,0.52,0.45,0.53,0.34,0.5,0.0,0.52,0.44,0
1114,0.54,0.48,0.55,0.33,0.5,0.0,0.55,0.4,0
1115,0.55,0.79,0.45,0.25,0.5,0.0,0.51,0.22,7
1116,0.58,0.51,0.63,0.2,0.5,0.0,0.5,0.42,7
1117,0.63,0.58,0.57,0.1,0.5,0.0,0.52,0.33,7
1118,0.54,0.67,0.56,0.15,0.5,0.0,0.57,0.33,7
1119,0.41,0.59,0.65,0.14,0.5,0.0,0.49,0.33,7
1120,0.47,0.38,0.5,0.15,0.5,0.0,0.49,0.47,7
1121,0.33,0.17,0.52,0.13,0.5,0.0,0.51,0.75,7
1122,0.42,0.5,0.59,0.17,0.5,0.0,0.51,0.22,0
1123,0.54,0.55,0.55,0.4,0.5,0.0,0.53,0.22,0
1124,0.31,0.31,0.57,0.15,0.5,0.0,0.5,0.22,0
1125,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
1126,0.33,0.36,0.62,0.26,0.5,0.0,0.55,0.22,0
1127,0.38,0.42,0.5,0.19,0.5,0.0,0.44,0.22,0
1128,0.47,0.56,0.58,0.19,0.5,0.0,0.44,0.64,0
1129,0.32,0.32,0.52,0.18,0.5,0.0,0.48,0.34,0
1130,0.28,0.27,0.5,0.14,0.5,0.0,0.5,0.28,0
1131,0.41,0.46,0.57,0.25,0.5,0.0,0.57,0.38,0
1132,0.44,0.54,0.51,0.16,0.5,0.0,0.58,0.22,0
1133,0.44,0.55,0.51,0.16,0.5,0.0,0.6,0.22,0
1134,0.77,0.7,0.44,0.29,0.5,0.0,0.56,0.22,3
1135,0.4,0.56,0.53,0.15,0.5,0.0,0.49,0.22,0
1136,0.79,0.79,0.42,0.26,0.5,0.0,0.6,0.22,3
1137,0.8,0.83,0.43,0.24,0.5,0.0,0.54,0.22,3
1138,0.58,0.55,0.51,0.13,0.5,0.0,0.52,0.22,0
1139,0.55,0.69,0.51,0.12,0.5,0.0,0.51,0.22,0
1140,0.47,0.46,0.53,0.12,0.5,0.0,0.51,0.25,7
1141,0.57,0.29,0.63,0.22,0.5,0.0,0.49,0.27,7
1142,0.52,0.49,0.59,0.21,0.5,0.0,0.47,0.22,7
1143,0.41,0.42,0.53,0.17,0.5,0.0,0.48,0.58,7
1144,0.49,0.5,0.42,0.43,0.5,0.0,0.5,0.36,9
1145,0.44,0.49,0.49,0.27,0.5,0.0,0.52,0.22,0
1146,0.25,0.26,0.53,0.17,0.5,0.0,0.45,0.22,0
1147,0.49,0.46,0.54,0.18,0.5,0.0,0.35,0.22,0
1148,0.42,0.37,0.54,0.17,0.5,0.0,0.51,0.22,0
1149,0.42,0.45,0.75,0.21,0.5,0.0,0.48,0.22,0
1150,0.39,0.45,0.75,0.17,0.5,0.0,0.51,0.22,0
1151,0.63,0.54,0.53,0.27,0.5,0.0,0.49,0.22,0
1152,0.4,0.44,0.5,0.13,0.5,0.0,0.52,0.39,0
1153,0.55,0.39,0.39,0.47,0.5,0.0,0.5,0.83,5
1154,0.59,0.48,0.41,0.53,0.5,0.0,0.48,0.56,5
1155,0.53,0.45,0.52,0.29,0.5,0.0,0.55,0.38,6
1156,0.62,0.6,0.54,0.22,0.5,0.0,0.54,0.27,0
1157,0.33,0.46,0.53,0.12,0.5,0.0,0.5,0.27,0
