,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
7873,3,4,4,3,2,4,8,5,6,11,10,9,3,9,1,7,20
7874,8,12,9,6,5,3,8,5,6,4,2,11,8,8,2,8,12
7875,7,12,5,6,4,7,6,4,3,9,8,11,4,9,8,11,2
7876,4,6,6,4,6,9,9,4,4,5,7,7,7,12,6,8,1
7877,4,8,6,6,5,6,8,5,6,6,5,7,3,7,5,8,17
7878,5,8,6,8,5,8,7,8,6,5,5,8,3,10,5,10,16
7879,2,10,3,7,1,15,2,6,6,14,0,9,0,7,0,8,9
7880,5,9,8,6,8,8,7,4,2,7,8,8,5,10,4,8,21
7881,6,6,8,8,9,7,9,3,3,8,8,6,6,11,6,5,15
7882,5,6,7,9,10,9,5,6,2,7,6,8,8,9,4,8,16
7883,3,4,5,3,2,7,9,2,5,10,6,6,5,9,1,7,13
7884,2,4,3,3,1,11,3,3,2,11,2,9,2,6,2,9,0
7885,7,8,8,6,3,4,9,6,9,12,11,8,3,9,1,6,20
7886,3,7,5,5,3,7,11,1,8,7,11,8,1,10,1,8,19
7887,5,10,6,8,6,8,4,8,4,7,5,9,4,9,4,7,16
7888,5,7,5,8,5,8,5,7,5,9,5,9,3,8,5,7,16
7889,2,3,3,2,2,9,6,4,6,10,4,6,2,8,2,9,3
7890,5,9,5,4,3,6,9,1,3,8,9,7,7,12,1,6,22
7891,8,11,8,6,5,5,8,2,4,8,9,7,10,10,2,5,22
7892,4,10,5,8,6,7,6,10,1,7,8,8,7,5,0,8,12
7893,3,10,5,8,4,12,3,1,2,9,2,9,3,6,2,8,0
7894,4,11,5,8,4,5,8,8,7,10,9,13,2,10,4,10,2
7895,4,11,5,8,6,6,8,5,8,8,8,9,1,10,7,8,25
7896,1,0,1,0,0,8,7,6,2,6,6,9,2,8,2,8,16
7897,4,10,3,5,2,9,6,5,4,11,4,10,3,8,8,13,4
7898,5,7,7,5,5,7,8,1,8,11,6,9,3,8,4,9,4
7899,4,7,6,6,6,6,9,5,6,8,6,8,6,9,7,6,21
7900,4,10,7,8,4,10,6,2,8,10,1,7,3,8,4,9,23
7901,4,7,5,9,5,9,7,8,3,5,7,10,3,8,6,10,16
7902,5,10,8,7,6,7,8,2,6,7,6,7,6,9,8,7,23
7903,3,6,4,6,2,7,6,8,5,6,7,7,3,8,5,9,16
7904,5,9,6,8,6,8,7,7,5,6,7,8,3,8,4,9,16
7905,3,4,4,4,3,7,8,5,3,8,8,9,3,8,5,8,16
7906,1,5,2,4,1,7,9,0,7,13,6,6,0,8,1,7,8
7907,7,10,9,8,6,10,5,3,6,10,2,7,5,7,5,9,7
7908,4,11,6,8,5,7,7,8,7,7,6,4,3,8,3,7,3
7909,3,6,4,4,1,7,6,3,6,14,7,11,1,6,1,7,9
7910,3,6,3,4,3,6,9,8,4,7,5,8,2,7,4,11,17
7911,2,2,4,3,2,7,11,1,7,7,11,8,1,11,2,8,24
7912,7,15,6,8,4,5,8,4,3,10,9,6,4,10,4,4,24
7913,5,11,8,8,4,8,8,5,2,7,8,8,9,9,0,8,22
7914,3,5,5,4,2,8,7,2,8,11,6,7,1,9,4,8,18
7915,5,6,6,4,5,7,6,6,4,7,6,8,3,8,7,10,15
7916,2,5,4,3,2,7,8,2,4,10,5,6,5,9,0,7,13
7917,6,10,8,7,6,7,7,2,9,12,6,9,1,9,6,8,25
7918,5,9,7,6,5,7,12,7,2,11,5,3,2,12,4,8,15
7919,4,7,6,5,5,9,7,4,5,9,5,6,2,8,5,9,1
7920,3,7,5,6,5,8,7,3,3,6,6,8,4,8,2,8,20
7921,7,15,5,8,3,7,8,5,8,10,6,10,1,9,7,8,4
7922,5,10,8,7,6,5,8,4,1,7,9,8,7,11,0,8,22
7923,4,8,6,6,6,8,10,6,4,6,6,9,4,6,7,9,4
7924,5,10,5,8,4,8,6,8,5,10,4,8,3,8,3,8,14
7925,4,5,5,6,4,9,8,5,4,6,5,8,3,8,9,8,9
7926,4,4,5,6,3,5,13,8,4,8,3,9,3,7,7,11,17
7927,2,1,3,2,2,8,6,6,3,6,7,7,6,5,1,7,12
7928,4,4,5,6,3,5,7,10,9,6,6,5,3,8,4,8,3
7929,3,10,4,8,3,7,9,0,7,13,6,7,0,9,2,7,8
7930,4,9,5,7,4,8,7,13,1,6,6,8,5,9,0,8,13
7931,4,8,6,6,4,9,8,2,6,13,5,6,1,10,2,9,15
7932,4,8,4,6,2,3,6,6,11,7,7,15,0,8,7,7,4
7933,7,8,9,12,13,8,10,5,1,5,7,10,7,14,8,13,16
7934,4,11,6,9,4,7,11,2,4,6,11,9,3,9,2,8,21
7935,3,5,4,4,2,5,9,1,8,10,9,5,2,10,4,4,24
7936,6,9,10,7,12,7,5,3,2,7,5,8,15,7,4,6,12
7937,6,11,9,8,12,7,5,3,3,8,5,8,4,8,15,8,18
7938,3,5,5,3,2,6,12,3,5,13,7,4,1,10,2,6,5
7939,5,8,6,6,6,5,7,5,7,6,6,13,3,8,6,9,10
7940,7,9,6,5,2,4,12,3,6,13,8,4,2,8,4,3,19
7941,2,3,2,2,1,8,7,6,3,9,6,8,2,8,3,8,14
7942,6,9,6,7,4,6,11,3,7,11,9,5,1,12,2,4,19
7943,4,11,6,8,2,8,15,1,6,7,11,8,0,8,0,8,19
7944,4,11,7,8,2,7,5,3,1,6,1,8,3,7,2,7,0
7945,2,5,3,3,2,7,7,5,9,6,6,8,2,8,7,8,25
7946,4,4,4,6,2,1,13,5,4,12,10,7,0,8,2,6,5
7947,3,7,4,5,3,7,7,3,12,8,6,8,0,8,7,8,25
7948,4,8,6,6,3,7,7,2,10,12,5,9,2,10,6,9,25
7949,5,10,5,7,3,4,14,5,5,12,9,3,1,11,1,5,19
7950,4,8,6,6,4,5,9,2,3,9,8,8,5,8,1,7,13
7951,4,6,5,4,3,10,5,2,6,11,3,8,3,8,3,9,3
7952,4,5,4,3,3,7,8,5,5,7,7,6,6,9,3,6,13
7953,3,6,4,4,2,7,7,4,4,7,6,8,2,8,4,8,23
7954,5,8,7,6,5,7,6,10,5,6,4,5,4,7,4,9,13
7955,4,5,4,3,3,7,8,5,5,7,6,6,5,10,2,5,13
7956,7,9,9,8,10,7,8,5,6,8,6,8,7,7,8,8,21
7957,4,5,5,4,2,3,8,4,6,11,11,9,3,9,1,6,20
7958,4,6,5,4,2,6,12,3,7,12,9,4,2,11,2,4,19
7959,7,9,10,8,11,7,7,4,4,7,5,7,7,9,7,5,17
7960,5,7,7,6,7,5,8,5,3,6,5,8,9,7,5,7,12
7961,7,9,10,6,8,11,6,3,7,10,2,6,5,7,4,10,7
7962,7,14,6,8,5,8,6,4,5,7,7,8,6,5,4,6,20
7963,2,4,3,5,1,1,13,4,4,12,11,7,0,8,2,6,5
7964,3,8,5,6,3,8,7,2,9,11,6,8,2,8,6,8,25
7965,3,5,5,4,2,7,8,2,4,10,6,6,5,9,0,7,13
7966,5,7,5,5,4,7,5,11,0,8,8,8,8,5,1,10,12
7967,7,10,10,7,5,5,9,2,9,11,12,9,3,9,4,5,23
7968,4,4,6,3,3,8,11,3,2,6,9,8,8,12,1,7,22
7969,4,9,5,7,4,5,7,6,5,10,8,11,2,9,4,10,6
7970,4,9,3,4,2,6,7,6,3,9,6,8,4,10,4,7,14
7971,6,9,8,7,6,5,8,3,8,11,9,9,3,9,4,6,4
7972,7,11,10,8,13,11,5,3,3,9,4,8,11,8,4,8,12
7973,3,5,4,3,3,7,7,7,7,6,6,5,2,8,3,7,3
7974,5,9,6,7,4,5,7,6,9,6,6,10,1,6,5,10,2
7975,8,15,7,8,6,8,7,3,5,10,5,7,5,7,7,8,5
7976,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,7,8
7977,6,9,5,7,3,8,9,2,3,13,4,5,2,9,7,8,9
7978,5,9,7,6,4,7,6,2,7,7,6,9,0,9,4,8,8
7979,5,11,7,8,6,6,6,6,7,6,6,9,4,9,4,8,6
7980,5,12,5,6,3,12,2,4,2,11,3,11,4,4,4,11,0
7981,2,6,3,4,1,7,7,3,13,9,6,8,0,8,8,8,25
7982,6,9,7,6,4,8,7,4,8,11,6,8,2,9,5,8,18
7983,4,6,6,4,4,8,7,2,9,12,6,8,1,8,5,8,25
7984,4,3,5,5,2,8,5,7,9,7,4,11,1,9,5,10,6
7985,3,4,4,5,1,7,7,4,4,7,6,8,3,8,4,8,23
7986,4,9,6,7,4,8,10,1,8,6,11,7,0,10,1,7,19
7987,3,8,5,6,3,6,12,2,8,8,12,8,1,11,1,7,19
7988,2,5,3,3,1,7,8,1,8,14,6,7,0,8,1,7,8
7989,1,4,2,2,1,7,4,1,7,8,2,10,0,7,2,8,11
7990,3,9,4,7,3,0,11,3,4,11,11,8,0,8,2,7,5
7991,7,6,6,9,4,7,10,2,3,7,10,4,4,10,6,7,24
7992,2,3,2,2,2,7,7,5,5,6,6,5,2,8,6,8,1
7993,6,10,8,8,7,7,6,3,5,6,6,8,3,9,10,9,23
7994,4,9,6,7,7,8,6,4,2,8,7,8,8,9,4,7,21
7995,4,9,6,7,7,7,9,6,3,6,6,10,4,8,7,7,6
7996,3,7,4,5,2,5,9,6,7,12,9,9,2,10,3,7,2
7997,5,9,6,7,4,8,11,3,2,5,10,9,2,10,3,9,21
7998,7,9,5,5,3,6,8,5,4,8,4,6,5,9,5,7,14
7999,5,10,7,8,3,8,7,9,8,7,6,9,3,8,4,8,14
8000,4,9,5,7,4,7,7,9,5,7,5,8,3,8,3,8,14
8001,5,7,8,5,5,7,6,1,7,10,6,10,4,7,4,9,10
8002,2,4,4,2,2,7,7,1,8,10,6,8,2,8,3,7,23
8003,3,6,5,4,5,8,8,3,5,5,7,9,6,11,6,5,11
8004,2,1,3,2,1,10,6,2,7,11,4,8,1,7,1,7,9
8005,5,9,4,5,3,7,7,4,5,7,7,8,5,6,3,7,20
8006,1,0,1,0,0,6,9,7,3,7,5,8,2,7,3,10,17
8007,2,0,3,1,1,7,8,4,0,7,8,8,7,9,0,8,22
8008,8,10,9,8,5,4,8,6,9,10,9,9,3,9,3,5,20
8009,3,4,5,3,2,7,8,4,9,6,6,7,4,9,7,7,23
8010,6,8,9,6,4,6,8,2,7,11,6,8,3,8,4,7,10
8011,2,3,3,2,1,11,2,2,1,9,2,9,1,6,2,8,0
8012,4,7,8,5,8,10,6,3,3,9,4,7,10,5,3,6,12
8013,4,8,6,6,6,7,7,6,6,7,6,9,3,8,3,8,7
8014,3,7,4,5,2,7,6,8,9,8,4,12,1,9,5,10,6
8015,5,10,6,8,8,8,8,6,6,7,6,6,6,8,3,8,7
8016,6,10,9,8,6,5,10,2,4,9,9,8,7,7,2,7,13
8017,7,11,8,8,5,3,8,5,7,10,9,9,3,9,2,6,20
8018,4,8,5,6,4,8,6,7,7,7,8,8,2,10,9,8,18
8019,3,4,4,6,1,5,7,6,9,7,6,14,1,9,4,9,2
8020,5,5,6,7,3,7,7,15,2,4,6,8,6,8,0,8,13
8021,4,11,5,8,3,9,14,0,5,6,10,8,0,8,0,8,19
8022,3,7,5,5,3,6,12,3,7,8,11,8,1,11,1,7,19
8023,6,8,8,7,9,7,9,4,3,7,5,8,12,8,5,7,12
8024,3,10,4,7,2,10,6,0,8,11,3,6,0,7,1,7,9
8025,5,8,6,6,3,7,6,3,6,15,6,10,1,6,0,7,9
8026,4,5,6,5,5,7,8,5,3,6,5,8,6,8,4,7,13
8027,2,3,3,4,1,8,14,0,6,6,11,8,0,8,0,8,19
8028,8,11,8,6,4,7,10,4,5,8,9,6,5,11,3,7,21
8029,7,10,7,8,5,5,11,3,6,11,10,5,2,12,2,4,19
8030,1,2,1,3,1,7,7,1,7,7,6,8,0,8,3,8,8
8031,1,0,1,1,0,6,7,6,8,7,6,14,0,8,4,10,2
8032,3,5,5,3,2,4,8,5,7,12,9,11,1,9,3,7,2
8033,4,2,5,4,4,8,6,6,4,7,7,8,7,5,2,7,12
8034,3,9,4,6,2,7,7,4,13,10,6,8,0,8,8,8,25
8035,3,8,5,6,2,5,10,1,3,8,11,8,1,11,0,8,24
8036,4,9,4,6,2,7,7,4,14,9,6,8,0,8,8,8,25
8037,3,6,4,4,3,9,10,2,2,6,9,8,6,11,1,8,22
8038,4,10,5,7,2,5,7,7,10,7,6,14,1,8,4,9,2
8039,5,10,6,7,5,6,5,6,7,6,6,10,3,9,4,7,6
8040,4,11,3,6,2,10,5,4,4,12,3,7,3,8,5,10,8
8041,4,9,6,7,5,8,7,6,6,9,6,6,3,8,7,8,1
8042,4,7,5,5,4,8,7,3,8,6,5,6,3,9,6,8,23
8043,4,7,7,5,9,8,7,3,3,8,4,7,10,5,2,6,12
8044,7,12,6,6,5,11,4,4,6,10,4,7,3,9,7,12,16
8045,2,2,4,3,2,6,6,6,6,7,6,11,2,9,4,9,6
8046,3,3,5,2,2,8,7,3,6,10,4,7,3,7,3,8,7
8047,4,6,6,4,4,9,10,5,5,6,5,7,3,8,6,5,25
8048,5,8,6,6,5,6,6,6,6,6,5,8,5,8,4,9,11
8049,6,8,6,6,3,3,8,4,7,10,10,13,1,7,3,7,2
8050,7,10,7,8,4,4,11,2,4,8,11,7,5,11,1,7,21
8051,4,10,5,8,3,8,7,9,7,7,6,8,3,8,4,8,14
8052,5,11,5,8,5,5,7,5,4,9,9,9,2,8,5,9,6
8053,2,3,3,2,1,5,8,5,6,12,9,10,1,10,2,7,2
8054,8,11,6,6,3,7,10,5,3,12,4,4,5,10,4,8,15
8055,2,2,3,2,2,7,9,4,2,7,8,10,2,9,4,9,16
8056,6,8,8,6,6,7,6,3,5,7,6,11,4,6,10,8,23
8057,6,10,9,8,4,8,8,3,5,10,4,6,6,9,1,6,13
8058,3,4,4,6,2,7,6,9,6,6,5,6,3,8,4,8,14
8059,3,7,4,5,2,6,6,10,9,5,5,6,3,8,4,8,3
8060,4,9,5,7,7,6,7,3,3,6,5,9,6,8,8,7,10
8061,5,6,7,4,3,6,8,3,5,11,8,8,5,8,1,8,13
8062,4,9,3,5,2,6,7,6,3,10,6,9,5,9,5,7,14
8063,3,6,5,6,4,8,8,6,4,5,8,9,3,8,5,9,16
8064,2,3,3,2,1,7,6,5,4,6,6,9,2,9,4,9,6
8065,2,4,4,6,1,7,10,1,3,7,12,8,1,11,0,8,24
8066,6,9,6,7,4,8,6,8,5,10,6,10,3,8,4,6,14
8067,5,6,5,4,2,3,11,3,7,12,12,6,2,11,2,5,24
8068,3,5,5,4,3,6,7,2,8,11,7,9,2,8,4,8,4
8069,1,3,3,2,1,6,7,2,7,10,7,9,2,8,4,9,4
8070,3,5,4,3,2,6,8,7,8,8,8,13,1,9,4,10,2
8071,3,5,4,4,3,9,12,3,6,6,11,8,2,11,1,8,19
8072,5,5,6,4,4,8,6,6,5,7,7,8,8,6,2,7,12
8073,4,4,5,7,3,7,5,6,10,5,6,10,0,9,9,8,18
8074,5,11,8,8,4,8,8,1,8,10,5,7,3,8,4,8,23
8075,3,4,4,6,3,5,11,8,4,7,2,9,3,7,6,11,17
8076,2,1,3,3,2,8,7,6,6,7,6,8,3,8,3,7,7
8077,3,7,4,5,4,8,7,4,7,7,6,8,6,9,5,10,4
8078,5,9,8,6,6,9,5,2,5,8,1,6,3,7,4,7,0
8079,2,6,3,4,1,6,8,1,8,14,7,8,0,8,1,7,8
8080,4,3,4,4,3,5,11,3,6,11,9,5,1,10,3,6,5
8081,4,7,4,5,2,5,7,10,8,6,5,5,3,8,4,8,3
8082,6,7,8,9,7,8,10,4,5,7,7,8,5,6,9,7,9
8083,3,9,4,6,2,3,7,7,2,7,7,11,4,8,3,10,10
8084,1,1,2,1,0,7,4,2,0,7,2,8,2,7,1,8,0
8085,3,6,4,8,4,7,9,5,3,8,9,10,3,8,6,8,16
8086,0,7,0,5,0,7,7,4,4,7,6,8,0,8,0,8,8
8087,2,5,3,3,2,6,8,7,8,8,7,13,1,9,4,10,2
8088,8,10,8,8,6,2,11,2,3,10,10,8,7,11,1,7,22
8089,2,3,3,5,2,3,6,6,10,7,7,14,0,8,7,8,4
8090,6,10,8,8,6,5,6,1,7,10,8,10,3,8,4,8,10
8091,5,6,7,4,5,5,9,3,6,10,9,9,3,9,3,6,7
8092,7,10,12,8,15,10,6,3,3,9,4,7,12,6,5,5,12
8093,3,4,3,5,2,7,9,14,3,7,3,8,3,8,0,8,7
8094,6,11,8,8,7,7,6,7,5,5,5,6,7,9,3,7,3
8095,7,13,7,7,4,12,3,6,2,12,2,10,5,3,4,10,0
8096,4,8,6,7,7,5,8,4,4,8,7,9,5,11,9,11,4
8097,2,7,3,5,1,13,2,8,4,13,4,12,1,6,0,8,9
8098,9,14,9,8,6,10,8,4,4,12,4,4,5,10,5,8,15
8099,2,6,3,4,2,6,7,9,6,7,6,7,2,8,8,10,1
8100,4,5,5,5,5,7,9,5,5,7,8,11,5,9,7,9,4
8101,5,11,6,8,3,3,14,8,1,11,7,3,1,10,4,8,15
8102,2,3,4,1,2,5,8,3,5,10,9,9,3,8,2,6,7
8103,6,10,8,7,6,6,6,1,7,10,6,10,4,8,4,8,10
8104,8,11,11,8,5,6,9,3,5,10,8,8,6,8,1,7,13
8105,7,11,5,15,4,8,8,3,3,13,4,5,3,8,7,10,9
8106,7,15,7,8,4,10,7,2,8,9,4,7,4,10,4,10,23
8107,5,8,6,9,6,8,9,5,6,6,6,7,3,9,9,8,8
8108,4,6,5,6,5,5,8,4,7,8,8,9,3,8,7,6,19
8109,3,9,4,7,2,7,7,6,8,5,6,7,0,8,9,7,18
8110,5,7,8,5,5,4,9,2,6,10,9,10,3,8,3,6,10
8111,5,8,7,6,3,4,12,3,6,14,8,4,1,10,1,7,5
8112,3,3,3,4,3,6,7,9,6,7,6,7,2,8,8,10,1
8113,1,0,2,0,0,8,4,2,0,7,2,8,2,7,1,8,0
8114,3,4,4,2,3,7,8,5,5,6,5,6,2,7,4,9,17
8115,4,10,4,7,3,3,8,6,11,7,5,15,0,8,7,7,4
8116,4,7,6,5,5,6,8,3,4,8,7,7,5,9,5,3,13
8117,7,11,9,8,7,10,8,5,1,6,10,7,10,12,2,5,22
8118,4,5,5,6,4,7,9,5,3,7,9,11,3,9,6,8,16
8119,4,9,5,7,4,9,4,1,7,9,2,10,1,6,3,9,11
8120,6,11,8,8,6,9,8,2,6,12,4,6,5,8,4,9,5
8121,5,9,5,6,3,4,12,9,2,10,6,4,1,10,4,8,15
8122,5,8,4,6,3,8,7,2,4,11,6,8,2,10,6,11,9
8123,4,5,5,7,2,1,14,5,4,12,10,5,0,8,2,5,5
8124,3,3,4,2,2,5,8,5,7,10,9,9,3,9,2,6,20
8125,4,10,4,8,3,15,3,3,5,12,0,7,0,8,0,8,9
8126,2,5,3,4,2,7,7,8,5,7,6,8,2,8,3,8,14
8127,12,15,10,8,5,5,3,4,5,4,7,6,6,6,2,7,20
8128,3,9,4,6,1,7,14,0,6,7,11,8,0,8,0,8,19
8129,8,15,6,9,3,8,4,4,5,8,2,8,4,6,6,9,18
8130,5,9,8,6,6,6,7,1,6,9,6,9,3,8,3,8,10
8131,4,9,6,7,7,7,7,5,5,6,7,8,8,7,3,7,12
8132,5,9,8,7,5,3,8,1,8,10,11,10,2,9,3,5,23
8133,4,8,5,6,5,7,9,6,4,8,5,8,3,11,9,10,5
8134,4,11,5,8,3,9,7,2,7,15,4,8,0,6,1,7,9
8135,5,11,7,8,4,10,6,4,8,11,3,8,2,8,5,11,18
8136,2,4,4,3,2,7,8,3,4,10,6,7,5,9,0,7,13
8137,1,3,1,2,0,7,7,1,7,7,6,9,0,8,2,8,8
8138,3,5,4,4,2,6,7,5,5,9,7,10,2,8,4,9,6
8139,6,10,9,8,5,10,8,3,6,10,2,4,5,9,1,7,13
8140,3,6,5,4,3,11,2,2,2,9,2,9,2,6,3,8,0
8141,4,8,5,6,4,7,7,8,7,7,6,5,3,8,3,7,3
8142,5,11,4,6,3,6,9,4,5,10,6,8,3,8,7,9,4
8143,3,7,5,5,4,9,7,4,5,10,4,7,3,7,4,11,17
8144,3,8,4,6,2,5,9,0,7,13,7,7,0,8,1,7,8
8145,2,1,2,2,0,6,7,6,9,7,6,15,0,8,4,10,2
8146,3,9,5,7,3,8,9,4,1,6,12,8,2,10,0,8,21
8147,8,9,12,8,12,8,9,4,4,7,6,7,12,7,7,3,12
8148,4,7,5,9,6,10,10,6,3,3,8,12,3,9,7,10,16
8149,4,5,6,7,6,8,10,2,3,8,9,6,5,10,5,5,15
8150,2,2,3,3,2,6,10,4,5,10,9,5,2,9,3,6,5
8151,8,12,7,6,4,10,3,5,7,12,3,11,3,7,8,11,16
8152,5,9,5,11,7,8,7,6,2,8,7,10,3,8,5,8,16
8153,3,3,4,1,1,5,13,3,2,9,11,7,2,11,1,8,21
8154,3,4,6,3,3,7,7,1,6,10,5,9,4,7,4,8,10
8155,6,10,7,8,6,7,7,8,4,7,6,8,3,8,3,8,14
8156,5,5,6,4,3,4,8,5,8,11,11,9,3,9,2,7,20
8157,3,4,5,3,2,6,12,2,3,7,11,8,2,10,1,8,21
8158,3,9,5,7,3,7,5,1,7,8,2,10,0,6,2,8,11
8159,4,10,6,8,4,7,7,4,9,6,6,8,3,8,7,7,23
8160,1,0,2,1,1,8,7,6,4,6,6,9,2,8,3,8,16
8161,5,9,5,7,3,4,10,7,8,13,10,8,2,10,2,6,2
8162,3,4,5,3,3,8,6,2,4,8,5,7,8,7,2,8,12
8163,4,8,6,6,1,6,8,5,3,8,14,8,3,9,0,8,21
8164,6,7,6,5,3,4,8,6,8,10,10,9,3,9,2,5,20
8165,4,4,5,6,1,7,7,4,4,7,6,8,3,8,4,8,23
8166,3,5,5,4,2,6,3,2,2,5,2,7,3,4,3,8,0
8167,1,0,1,0,0,8,7,3,4,7,6,8,2,8,4,8,23
8168,3,9,4,6,3,7,7,3,12,9,6,8,0,8,7,8,25
8169,5,7,5,5,3,3,8,5,7,11,10,13,2,9,3,7,2
8170,3,5,4,4,2,4,11,2,7,11,10,6,1,11,2,5,24
8171,9,13,8,8,6,7,6,4,7,10,5,7,6,8,8,5,3
8172,3,5,4,4,2,6,10,1,8,11,9,5,1,9,3,4,19
8173,2,5,4,3,2,6,4,1,8,8,2,10,0,7,2,8,11
8174,10,13,8,7,5,7,7,5,5,9,4,9,7,6,7,11,17
8175,4,7,6,6,5,7,7,4,4,6,6,9,4,9,1,8,20
8176,3,8,4,6,2,7,5,14,5,7,13,8,3,9,0,8,20
8177,2,1,3,2,2,10,11,3,2,5,9,7,5,11,0,8,22
8178,6,8,7,6,4,9,6,4,6,10,3,8,2,8,5,10,18
8179,4,2,4,4,3,8,7,7,5,7,6,8,2,9,9,8,18
8180,3,6,4,6,2,7,7,7,5,6,7,8,3,7,5,9,16
8181,5,6,6,5,6,8,9,5,7,7,7,8,3,10,7,7,19
8182,1,1,1,1,0,5,11,7,1,10,6,4,1,9,3,8,15
8183,4,10,5,7,3,7,7,8,7,6,6,8,2,7,6,11,6
8184,1,9,0,6,1,7,7,5,3,7,6,8,0,8,0,8,8
8185,4,4,5,3,2,4,8,5,7,10,9,9,3,9,2,5,20
8186,9,13,7,7,5,9,6,5,4,9,5,7,3,9,8,9,6
8187,3,3,4,2,2,6,11,3,2,8,8,7,5,11,1,6,22
8188,4,11,6,8,3,7,9,4,2,7,13,8,2,10,0,8,21
8189,1,1,3,2,1,7,2,2,1,7,2,8,1,6,2,7,0
8190,9,14,7,8,5,8,7,5,4,9,5,6,4,9,8,8,6
8191,4,7,5,5,3,7,7,7,6,7,6,7,2,8,3,8,14
8192,3,4,5,3,2,6,9,3,4,10,7,7,5,8,1,8,13
8193,4,10,4,7,1,0,1,5,6,0,0,6,0,8,0,8,11
8194,9,10,9,8,9,6,10,3,3,8,7,6,11,11,4,5,22
8195,2,3,4,5,1,8,10,2,3,6,12,8,1,11,0,8,24
8196,4,7,4,5,2,4,8,6,8,10,9,14,1,8,3,8,2
8197,4,9,5,7,3,5,8,6,8,12,9,13,2,10,3,7,2
8198,3,11,6,8,2,8,6,3,1,7,0,8,3,7,2,8,0
8199,3,6,4,4,4,6,7,3,6,6,5,9,3,8,4,9,10
8200,5,10,8,8,8,10,6,2,5,9,5,6,5,9,4,7,5
8201,2,1,2,1,0,8,10,3,1,6,13,8,1,11,0,8,24
8202,3,7,4,5,3,6,8,9,7,7,6,5,2,8,3,7,3
8203,2,6,2,4,1,9,7,0,8,11,5,6,0,7,1,7,9
8204,1,0,2,1,0,7,7,2,10,8,6,8,0,8,6,8,25
8205,7,11,9,9,7,9,7,8,6,6,6,7,6,7,9,15,11
8206,4,11,5,8,5,8,7,8,4,7,6,5,4,8,3,8,14
8207,4,9,4,7,3,6,7,9,7,7,6,7,2,8,9,10,1
8208,4,7,6,5,3,7,8,1,8,10,7,8,2,8,3,8,23
8209,9,11,10,8,7,4,8,5,9,9,7,9,8,10,6,1,20
8210,4,2,6,4,3,7,7,3,10,6,6,8,2,8,6,8,23
8211,5,11,6,8,6,6,6,6,4,8,6,9,5,9,7,10,15
8212,4,4,4,3,2,5,11,2,8,12,9,4,1,10,2,4,19
8213,5,10,6,8,6,6,7,8,5,7,5,6,3,7,3,8,13
8214,2,3,4,2,2,7,9,4,4,11,4,4,1,9,3,8,15
8215,2,2,3,4,2,7,8,5,4,7,7,7,5,9,2,6,13
8216,8,11,6,6,3,9,6,3,8,11,4,6,2,10,5,9,5
8217,0,0,1,0,0,12,4,5,3,12,5,11,0,7,0,8,9
8218,8,12,9,6,5,10,5,4,6,11,2,7,5,8,4,10,10
8219,8,13,6,8,4,6,8,4,4,10,7,5,3,10,4,4,24
8220,1,0,1,0,0,6,8,6,3,7,5,7,2,7,4,11,17
8221,3,6,5,4,3,12,3,2,2,9,2,9,2,6,2,8,0
8222,3,8,3,6,1,0,1,6,6,0,0,6,0,8,0,8,11
8223,3,3,4,5,2,7,8,8,7,6,7,8,2,7,6,11,6
8224,3,4,4,6,2,7,7,9,6,7,6,8,3,8,4,8,14
8225,2,3,2,2,2,7,8,5,5,7,6,6,2,8,5,9,1
8226,6,10,4,5,3,6,9,7,4,9,7,10,5,10,5,7,14
8227,2,4,4,3,2,8,7,4,6,10,5,6,2,8,2,8,3
8228,2,2,3,4,2,6,8,8,7,9,8,12,1,10,4,10,2
8229,3,7,4,5,2,6,14,1,5,8,10,7,0,8,0,8,19
8230,1,0,1,0,0,6,8,7,3,7,5,7,2,7,4,11,17
8231,9,15,8,8,3,7,8,3,9,13,5,6,2,8,5,5,19
8232,4,8,4,5,1,1,15,5,3,13,10,5,0,8,2,5,5
8233,3,3,4,2,1,5,13,3,7,12,9,3,1,10,1,5,19
8234,3,3,4,5,2,7,7,4,13,9,6,8,0,8,8,8,25
8235,3,8,4,6,2,7,7,0,8,14,6,8,0,8,1,8,8
8236,2,3,3,2,2,8,7,3,5,9,4,7,2,7,4,10,17
8237,7,14,5,8,3,9,6,6,5,13,3,7,3,8,5,11,8
8238,4,6,6,8,7,9,9,6,3,7,7,8,6,11,7,4,24
8239,7,14,6,8,4,8,9,3,7,14,4,5,2,8,5,9,8
8240,7,10,6,5,3,5,11,2,7,12,7,5,2,8,4,4,19
8241,7,12,8,6,5,11,6,3,5,10,4,6,5,9,4,8,7
8242,5,10,8,8,10,8,5,4,5,6,7,6,10,6,6,5,20
8243,4,7,6,5,4,7,6,1,6,9,5,9,3,8,3,8,10
8244,3,9,4,7,2,6,10,1,3,8,12,8,1,11,0,8,24
8245,3,2,4,4,3,7,7,6,8,7,7,9,2,8,6,9,4
8246,3,7,3,5,3,3,8,4,8,7,6,13,0,8,6,9,4
8247,6,11,9,8,6,6,12,4,4,13,6,3,1,10,3,8,15
8248,1,0,2,1,1,6,9,7,3,7,5,8,2,7,4,11,17
8249,3,3,4,5,3,8,7,7,3,5,6,9,3,8,5,9,16
